name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code
Varchild's War-Riders,2,['Red'],Creature — Human Warrior,"['Human', 'Warrior']",Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159742&type=card,ME1
Vesuvan Doppelganger,5,['Blue'],Creature — Shapeshifter,['Shapeshifter'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159820&type=card,ME1
Vodalian Knights,3,['Blue'],Creature — Merfolk Knight,"['Merfolk', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159202&type=card,ME1
Walking Wall,4,[],Artifact Creature — Wall,['Wall'],Uncommon,0,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159248&type=card,ME1
Wyluli Wolf,2,['Green'],Creature — Wolf,['Wolf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159766&type=card,ME1
Yavimaya Ants,4,['Green'],Creature — Insect,['Insect'],Uncommon,5,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159109&type=card,ME1
Ydwen Efreet,3,['Red'],Creature — Efreet,['Efreet'],Rare,3,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=159844&type=card,ME1
Abbey Gargoyles,5,['White'],Creature — Gargoyle,['Gargoyle'],Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184585&type=card,ME2
Adarkar Sentinel,5,[],Artifact Creature — Soldier,['Soldier'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184599&type=card,ME2
Ambush Party,5,['Red'],Creature — Human Rogue,"['Human', 'Rogue']",Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184543&type=card,ME2
Angel of Fury,6,['White'],Creature — Angel,['Angel'],Rare,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184746&type=card,ME2
Angel of Light,5,['White'],Creature — Angel,['Angel'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184753&type=card,ME2
Armor Thrull,3,['Black'],Creature — Thrull,['Thrull'],Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184684&type=card,ME2
Armored Griffin,4,['White'],Creature — Griffin,['Griffin'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184728&type=card,ME2
Ashen Ghoul,4,['Black'],Creature — Zombie,['Zombie'],Uncommon,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184601&type=card,ME2
Aurochs,4,['Green'],Creature — Aurochs,['Aurochs'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184712&type=card,ME2
Aysen Bureaucrats,2,['White'],Creature — Human Advisor,"['Human', 'Advisor']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184490&type=card,ME2
Aysen Crusader,4,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2+*,2+*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184587&type=card,ME2
Balduvian Conjurer,2,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184603&type=card,ME2
Balduvian Dead,4,['Black'],Creature — Zombie,['Zombie'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184735&type=card,ME2
Balduvian Hydra,2,['Red'],Creature — Hydra,['Hydra'],Rare,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184757&type=card,ME2
Brassclaw Orcs,3,['Red'],Creature — Orc,['Orc'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184685&type=card,ME2
Brimstone Dragon,8,['Red'],Creature — Dragon,['Dragon'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184767&type=card,ME2
Brine Shaman,2,['Black'],Creature — Human Cleric Shaman,"['Human', 'Cleric', 'Shaman']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184736&type=card,ME2
Clockwork Steed,4,[],Artifact Creature — Horse,['Horse'],Uncommon,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184590&type=card,ME2
Combat Medic,3,['White'],Creature — Human Cleric Soldier,"['Human', 'Cleric', 'Soldier']",Common,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184686&type=card,ME2
Deep Spawn,8,['Blue'],Creature — Homarid,['Homarid'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184477&type=card,ME2
Drift of the Dead,4,['Black'],Creature — Wall,['Wall'],Common,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184734&type=card,ME2
Ebon Praetor,6,['Black'],Creature — Avatar Praetor,"['Avatar', 'Praetor']",Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184482&type=card,ME2
Elvish Farmer,2,['Green'],Creature — Elf,['Elf'],Rare,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184484&type=card,ME2
Elvish Hunter,2,['Green'],Creature — Elf Archer,"['Elf', 'Archer']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184602&type=card,ME2
Elvish Ranger,3,['Green'],Creature — Elf,['Elf'],Common,4,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184691&type=card,ME2
Elvish Spirit Guide,3,['Green'],Creature — Elf Spirit,"['Elf', 'Spirit']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184542&type=card,ME2
Farrel's Zealot,3,['White'],Creature — Human,['Human'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184729&type=card,ME2
Feral Thallid,6,['Green'],Creature — Fungus,['Fungus'],Common,6,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184485&type=card,ME2
Fire Dragon,9,['Red'],Creature — Dragon,['Dragon'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184723&type=card,ME2
Flame Spirit,5,['Red'],Creature — Elemental Spirit,"['Elemental', 'Spirit']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184743&type=card,ME2
Folk of the Pines,5,['Green'],Creature — Dryad,['Dryad'],Common,2,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184623&type=card,ME2
Foul Familiar,3,['Black'],Creature — Spirit,['Spirit'],Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184625&type=card,ME2
Gangrenous Zombies,3,['Black'],Creature — Zombie,['Zombie'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184627&type=card,ME2
Giant Trap Door Spider,3,"['Green', 'Red']",Creature — Spider,['Spider'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184630&type=card,ME2
Goblin Ski Patrol,2,['Red'],Creature — Goblin,['Goblin'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184690&type=card,ME2
Gorilla Shaman,1,['Red'],Creature — Ape Shaman,"['Ape', 'Shaman']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184693&type=card,ME2
Grandmother Sengir,5,['Black'],Legendary Creature — Human Wizard,"['Human', 'Wizard']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184588&type=card,ME2
Icatian Javelineers,1,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184695&type=card,ME2
Icatian Phalanx,5,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184491&type=card,ME2
Icatian Scout,1,['White'],Creature — Human Soldier Scout,"['Human', 'Soldier', 'Scout']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184696&type=card,ME2
Ihsan's Shade,6,['Black'],Legendary Creature — Shade Knight,"['Shade', 'Knight']",Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184591&type=card,ME2
Imperial Recruiter,3,['Red'],Creature — Human Advisor,"['Human', 'Advisor']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184716&type=card,ME2
Ironclaw Orcs,2,['Red'],Creature — Orc,['Orc'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184759&type=card,ME2
Ivory Gargoyle,5,['White'],Creature — Gargoyle,['Gargoyle'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184551&type=card,ME2
Johtull Wurm,6,['Green'],Creature — Wurm,['Wurm'],Uncommon,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184640&type=card,ME2
Joven's Ferrets,1,['Green'],Creature — Ferret,['Ferret'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184592&type=card,ME2
Juniper Order Advocate,3,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184552&type=card,ME2
Karplusan Giant,7,['Red'],Creature — Giant,['Giant'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184713&type=card,ME2
Kaysa,5,['Green'],Legendary Creature — Elf Druid,"['Elf', 'Druid']",Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184553&type=card,ME2
Kjeldoran Dead,1,['Black'],Creature — Skeleton,['Skeleton'],Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184641&type=card,ME2
Kjeldoran Elite Guard,4,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184642&type=card,ME2
Kjeldoran Home Guard,4,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,1,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184554&type=card,ME2
Kjeldoran Skycaptain,5,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184644&type=card,ME2
Knight of Stromgald,2,['Black'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184645&type=card,ME2
Krovikan Horror,4,['Black'],Creature — Horror Spirit,"['Horror', 'Spirit']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184556&type=card,ME2
Krovikan Sorcerer,3,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184646&type=card,ME2
Krovikan Vampire,5,['Black'],Creature — Vampire,['Vampire'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184647&type=card,ME2
Leaping Lizard,3,['Green'],Creature — Lizard,['Lizard'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184772&type=card,ME2
Lim-Dûl's High Guard,3,['Black'],Creature — Skeleton,['Skeleton'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184714&type=card,ME2
Lost Order of Jarkeld,4,['White'],Creature — Human Knight,"['Human', 'Knight']",Rare,1+*,1+*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184649&type=card,ME2
Magus of the Unseen,2,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184732&type=card,ME2
Marjhan,7,['Blue'],Creature — Serpent,['Serpent'],Rare,8,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184593&type=card,ME2
Minion of Leshrac,7,['Black'],Creature — Demon Minion,"['Demon', 'Minion']",Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184740&type=card,ME2
Musician,3,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184755&type=card,ME2
Narwhal,4,['Blue'],Creature — Whale,['Whale'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184594&type=card,ME2
Necrite,3,['Black'],Creature — Thrull,['Thrull'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184699&type=card,ME2
Orc General,3,['Red'],Creature — Orc Warrior,"['Orc', 'Warrior']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184774&type=card,ME2
Orcish Cannoneers,3,['Red'],Creature — Orc Warrior,"['Orc', 'Warrior']",Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184652&type=card,ME2
Orcish Captain,1,['Red'],Creature — Orc Warrior,"['Orc', 'Warrior']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184505&type=card,ME2
Orcish Conscripts,1,['Red'],Creature — Orc,['Orc'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184653&type=card,ME2
Orcish Farmer,3,['Red'],Creature — Orc,['Orc'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184654&type=card,ME2
Orcish Lumberjack,1,['Red'],Creature — Orc,['Orc'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184656&type=card,ME2
Orcish Squatters,5,['Red'],Creature — Orc,['Orc'],Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184657&type=card,ME2
Orcish Veteran,3,['Red'],Creature — Orc,['Orc'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184701&type=card,ME2
Order of the Sacred Torch,3,['White'],Creature — Human Knight,"['Human', 'Knight']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184658&type=card,ME2
Order of the White Shield,2,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184659&type=card,ME2
Phantasmal Fiend,4,['Black'],Creature — Illusion,['Illusion'],Common,1,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190426&type=card,ME2
Phantasmal Mount,2,['Blue'],Creature — Illusion Horse,"['Illusion', 'Horse']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184708&type=card,ME2
Phyrexian Devourer,6,[],Artifact Creature — Construct,['Construct'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184563&type=card,ME2
Red Cliffs Armada,5,['Blue'],Creature — Human Soldier,"['Human', 'Soldier']",Common,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184725&type=card,ME2
Rogue Skycaptain,3,['Red'],Creature — Human Rogue Mercenary,"['Human', 'Rogue', 'Mercenary']",Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184571&type=card,ME2
Roterothopter,1,[],Artifact Creature — Thopter,['Thopter'],Common,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184596&type=card,ME2
Royal Trooper,3,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184758&type=card,ME2
Screeching Drake,4,['Blue'],Creature — Drake,['Drake'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184738&type=card,ME2
Sea Drake,3,['Blue'],Creature — Drake,['Drake'],Rare,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184769&type=card,ME2
Sea Spirit,5,['Blue'],Creature — Elemental Spirit,"['Elemental', 'Spirit']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184660&type=card,ME2
Shield Bearer,2,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184702&type=card,ME2
Shyft,5,['Blue'],Creature — Shapeshifter,['Shapeshifter'],Common,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184721&type=card,ME2
Sibilant Spirit,6,['Blue'],Creature — Spirit,['Spirit'],Rare,5,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184665&type=card,ME2
Skeleton Ship,5,"['Black', 'Blue']",Legendary Creature — Skeleton,['Skeleton'],Rare,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184666&type=card,ME2
Snow Fortress,5,[],Artifact Creature — Wall,['Wall'],Uncommon,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184705&type=card,ME2
Soldevi Simulacrum,4,[],Artifact Creature — Soldier,['Soldier'],Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184668&type=card,ME2
Spore Flower,2,['Green'],Creature — Fungus,['Fungus'],Uncommon,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184521&type=card,ME2
Stone Spirit,5,['Red'],Creature — Elemental Spirit,"['Elemental', 'Spirit']",Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184655&type=card,ME2
Storm Elemental,6,['Blue'],Creature — Elemental,['Elemental'],Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184581&type=card,ME2
Storm Spirit,6,"['Green', 'Blue', 'White']",Creature — Elemental Spirit,"['Elemental', 'Spirit']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184672&type=card,ME2
Stromgald Cabal,3,['Black'],Creature — Human Knight,"['Human', 'Knight']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184673&type=card,ME2
Sustaining Spirit,2,['White'],Creature — Angel Spirit,"['Angel', 'Spirit']",Rare,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184744&type=card,ME2
Thallid,1,['Green'],Creature — Fungus,['Fungus'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184711&type=card,ME2
Thallid Devourer,3,['Green'],Creature — Fungus,['Fungus'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184527&type=card,ME2
Thelonite Druid,3,['Green'],Creature — Human Cleric Druid,"['Human', 'Cleric', 'Druid']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184528&type=card,ME2
Thunder Wall,3,['Blue'],Creature — Wall,['Wall'],Uncommon,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184739&type=card,ME2
Tinder Wall,1,['Green'],Creature — Plant Wall,"['Plant', 'Wall']",Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184678&type=card,ME2
Varchild's Crusader,4,['Red'],Creature — Human Knight,"['Human', 'Knight']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184720&type=card,ME2
Viscerid Drone,2,['Blue'],Creature — Homarid Drone,"['Homarid', 'Drone']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184764&type=card,ME2
Wall of Kelp,2,['Blue'],Creature — Plant Wall,"['Plant', 'Wall']",Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184598&type=card,ME2
Wiitigo,6,['Green'],Creature — Yeti,['Yeti'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184679&type=card,ME2
Wind Spirit,5,['Blue'],Creature — Elemental Spirit,"['Elemental', 'Spirit']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184680&type=card,ME2
Wolf Pack,8,['Green'],Creature — Wolf,['Wolf'],Rare,7,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184778&type=card,ME2
Woolly Mammoths,3,['Green'],Creature — Elephant,['Elephant'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184682&type=card,ME2
Woolly Spider,3,['Green'],Creature — Spider,['Spider'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184539&type=card,ME2
Yavimaya Ancients,5,['Green'],Creature — Treefolk,['Treefolk'],Uncommon,2,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184765&type=card,ME2
Zuran Spellcaster,3,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184683&type=card,ME2
Akron Legionnaire,8,['White'],Creature — Giant Soldier,"['Giant', 'Soldier']",Rare,8,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201117&type=card,ME3
Amrou Kithkin,2,['White'],Creature — Kithkin,['Kithkin'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201265&type=card,ME3
Anaba Ancestor,2,['Red'],Creature — Minotaur Spirit,"['Minotaur', 'Spirit']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201315&type=card,ME3
Anaba Spirit Crafter,4,['Red'],Creature — Minotaur Shaman,"['Minotaur', 'Shaman']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201316&type=card,ME3
Angus Mackenzie,3,"['Green', 'Blue', 'White']",Legendary Creature — Human Cleric,"['Human', 'Cleric']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201175&type=card,ME3
Arcades Sabboth,8,"['Green', 'Blue', 'White']",Legendary Creature — Elder Dragon,"['Elder', 'Dragon']",Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201177&type=card,ME3
Axelrod Gunnarson,8,"['Black', 'Red']",Legendary Creature — Giant,['Giant'],Uncommon,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201178&type=card,ME3
Banshee,4,['Black'],Creature — Spirit,['Spirit'],Uncommon,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201251&type=card,ME3
Barktooth Warbeard,7,"['Black', 'Red']",Legendary Creature — Human Warrior,"['Human', 'Warrior']",Common,6,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201259&type=card,ME3
Bartel Runeaxe,6,"['Black', 'Green', 'Red']",Legendary Creature — Giant Warrior,"['Giant', 'Warrior']",Uncommon,6,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201181&type=card,ME3
Benthic Explorers,4,['Blue'],Creature — Merfolk Scout,"['Merfolk', 'Scout']",Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201159&type=card,ME3
Boris Devilboon,5,"['Black', 'Red']",Legendary Creature — Zombie Wizard,"['Zombie', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201182&type=card,ME3
Carrion Ants,4,['Black'],Creature — Insect,['Insect'],Uncommon,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201125&type=card,ME3
Chromium,8,"['Black', 'Blue', 'White']",Legendary Creature — Elder Dragon,"['Elder', 'Dragon']",Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201184&type=card,ME3
Coal Golem,5,[],Artifact Creature — Golem,['Golem'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201206&type=card,ME3
Corrupt Eunuchs,4,['Red'],Creature — Human Advisor,"['Human', 'Advisor']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201408&type=card,ME3
Cosmic Horror,6,['Black'],Creature — Horror,['Horror'],Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201129&type=card,ME3
Crimson Kobolds,0,['Red'],Creature — Kobold,['Kobold'],Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201130&type=card,ME3
Crimson Manticore,4,['Red'],Creature — Manticore,['Manticore'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201131&type=card,ME3
D'Avenant Archer,3,['White'],Creature — Human Soldier Archer,"['Human', 'Soldier', 'Archer']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201134&type=card,ME3
"Dong Zhou, the Tyrant",5,['Red'],Legendary Creature — Human Soldier,"['Human', 'Soldier']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201123&type=card,ME3
Elves of Deep Shadow,1,['Green'],Creature — Elf Druid,"['Elf', 'Druid']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201324&type=card,ME3
Exorcist,2,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201255&type=card,ME3
Faerie Noble,3,['Green'],Creature — Faerie Noble,"['Faerie', 'Noble']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201318&type=card,ME3
Fire Drake,3,['Red'],Creature — Drake,['Drake'],Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201256&type=card,ME3
Fire Sprites,2,['Green'],Creature — Faerie,['Faerie'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201186&type=card,ME3
Firestorm Phoenix,6,['Red'],Creature — Phoenix,['Phoenix'],Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201216&type=card,ME3
Frost Giant,6,['Red'],Creature — Giant,['Giant'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201138&type=card,ME3
Gabriel Angelfire,7,"['Green', 'White']",Legendary Creature — Angel,['Angel'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201188&type=card,ME3
Ghosts of the Damned,3,['Black'],Creature — Spirit,['Spirit'],Common,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201139&type=card,ME3
"Guan Yu, Sainted Warrior",5,['White'],Legendary Creature — Human Soldier Warrior,"['Human', 'Soldier', 'Warrior']",Uncommon,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201280&type=card,ME3
Gwendlyn Di Corci,4,"['Black', 'Red', 'Blue']",Legendary Creature — Human Rogue,"['Human', 'Rogue']",Rare,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201191&type=card,ME3
Halfdane,4,"['Black', 'Blue', 'White']",Legendary Creature — Shapeshifter,['Shapeshifter'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201192&type=card,ME3
Hazezon Tamar,7,"['Green', 'Red', 'White']",Legendary Creature — Human Warrior,"['Human', 'Warrior']",Rare,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201193&type=card,ME3
"Hua Tuo, Honored Physician",3,['Green'],Legendary Creature — Human,['Human'],Rare,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201273&type=card,ME3
Hunding Gjornersen,6,"['Blue', 'White']",Legendary Creature — Human Warrior,"['Human', 'Warrior']",Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201194&type=card,ME3
Hunting Cheetah,3,['Green'],Creature — Cat,['Cat'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201407&type=card,ME3
