,name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code,release_date
6390,Order of Leitbur,2.0,['White'],Creature — Human Cleric Knight,"['Human', 'Cleric', 'Knight']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2001&type=card,FEM,1994-11-01
6391,Order of Midnight,2.0,['Black'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,2,,ELD,2019-10-04
6392,Order of Whiteclay,3.0,['White'],Creature — Kithkin Cleric,"['Kithkin', 'Cleric']",Rare,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146007&type=card,SHM,2008-05-02
6393,Order of Yawgmoth,4.0,['Black'],Creature — Zombie Knight,"['Zombie', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5625&type=card,USG,1998-10-12
6394,Order of the Ebon Hand,2.0,['Black'],Creature — Cleric Knight,"['Cleric', 'Knight']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1863&type=card,FEM,1994-11-01
6395,Order of the Golden Cricket,2.0,['White'],Creature — Kithkin Knight,"['Kithkin', 'Knight']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153463&type=card,MOR,2008-02-01
6396,Order of the Sacred Bell,4.0,['Green'],Creature — Human Monk,"['Human', 'Monk']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50487&type=card,CHK,2004-10-01
6397,Order of the Sacred Torch,3.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2705&type=card,ICE,1995-06-01
6398,Order of the Stars,1.0,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96938&type=card,GPT,2006-02-03
6399,Order of the White Shield,2.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2706&type=card,ICE,1995-06-01
6400,Ordruun Commando,4.0,['Red'],Creature — Minotaur Soldier,"['Minotaur', 'Soldier']",Common,4,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87902&type=card,RAV,2005-10-07
6401,Ordruun Veteran,4.0,"['Red', 'White']",Creature — Minotaur Soldier,"['Minotaur', 'Soldier']",Uncommon,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366259&type=card,GTC,2013-02-01
6402,Ore Gorger,5.0,['Red'],Creature — Spirit,['Spirit'],Uncommon,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=78984&type=card,CHK,2004-10-01
6403,Ore-Scale Guardian,7.0,['Red'],Creature — Dragon,['Dragon'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464086&type=card,MH1,2019-06-14
6404,Oread of Mountain's Blaze,2.0,['Red'],Enchantment Creature — Nymph,['Nymph'],Common,1,3,,THB,2020-01-24
6405,Oreskos Explorer,2.0,['White'],Creature — Cat Scout,"['Cat', 'Scout']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=405326&type=card,C15,2015-11-13
6406,Oreskos Sun Guide,2.0,['White'],Creature — Cat Monk,"['Cat', 'Monk']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378394&type=card,BNG,2014-02-07
6407,Oreskos Swiftclaw,2.0,['White'],Creature — Cat Warrior,"['Cat', 'Warrior']",Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380466&type=card,JOU,2014-05-02
6408,Organ Grinder,3.0,['Black'],Creature — Zombie,['Zombie'],Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=32238&type=card,TOR,2002-02-04
6409,Orgg,5.0,['Red'],Creature — Orgg,['Orgg'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1968&type=card,FEM,1994-11-01
6410,"Orim, Samite Healer",3.0,['White'],Legendary Creature — Human Cleric,"['Human', 'Cleric']",Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4890&type=card,TMP,1997-10-14
6411,"Oriss, Samite Guardian",3.0,['White'],Legendary Creature — Human Cleric,"['Human', 'Cleric']",Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136210&type=card,FUT,2007-05-04
6412,"Ormendahl, Profane Prince",0.0,['Black'],Legendary Creature — Demon,['Demon'],Rare,9,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=410050&type=card,SOI,2016-04-08
6413,Ornery Goblin,2.0,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452862&type=card,GRN,2018-10-05
6414,Ornery Kudu,3.0,['Green'],Creature — Antelope,['Antelope'],Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426880&type=card,AKH,2017-04-28
6415,Ornitharch,5.0,['White'],Creature — Archon,['Archon'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378395&type=card,BNG,2014-02-07
6416,Ornithopter,0.0,[],Artifact Creature — Thopter,['Thopter'],Common,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1016&type=card,ATQ,1994-03-04
6417,Orochi Eggwatcher,3.0,['Green'],Creature — Snake Shaman,"['Snake', 'Shaman']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=78975&type=card,CHK,2004-10-01
6418,Orochi Leafcaller,1.0,['Green'],Creature — Snake Shaman,"['Snake', 'Shaman']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50319&type=card,CHK,2004-10-01
6419,Orochi Ranger,2.0,['Green'],Creature — Snake Warrior,"['Snake', 'Warrior']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50308&type=card,CHK,2004-10-01
6420,Orochi Sustainer,2.0,['Green'],Creature — Snake Shaman,"['Snake', 'Shaman']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=75403&type=card,CHK,2004-10-01
6421,"Oros, the Avenger",6.0,"['Black', 'Red', 'White']",Legendary Creature — Dragon,['Dragon'],Rare,6,6,,PPRE,1997-10-04
6422,Orzhov Advokist,3.0,['White'],Creature — Human Advisor,"['Human', 'Advisor']",Uncommon,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=420620&type=card,C16,2016-11-11
6423,Orzhov Enforcer,2.0,['Black'],Creature — Human Rogue,"['Human', 'Rogue']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457223&type=card,RNA,2019-01-25
6424,Orzhov Euthanist,3.0,['Black'],Creature — Human Assassin,"['Human', 'Assassin']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96893&type=card,GPT,2006-02-03
6425,Orzhov Guildmage,2.0,"['Black', 'White']",Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96921&type=card,GPT,2006-02-03
6426,Orzhov Pontiff,3.0,"['Black', 'White']",Creature — Human Cleric,"['Human', 'Cleric']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96844&type=card,GPT,2006-02-03
6427,Orzhov Racketeers,5.0,['Black'],Creature — Human Rogue,"['Human', 'Rogue']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457224&type=card,RNA,2019-01-25
6428,Osai Vultures,2.0,['White'],Creature — Bird,['Bird'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1627&type=card,LEG,1994-06-01
6429,Ostiary Thrull,4.0,['Black'],Creature — Thrull,['Thrull'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96974&type=card,GPT,2006-02-03
6430,Otarian Juggernaut,4.0,[],Artifact Creature — Juggernaut,['Juggernaut'],Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29889&type=card,ODY,2001-10-01
6431,Otepec Huntmaster,2.0,['Red'],Creature — Human Shaman,"['Human', 'Shaman']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435307&type=card,XLN,2017-09-29
6432,Ouphe Vandals,3.0,['Green'],Creature — Ouphe Rogue,"['Ouphe', 'Rogue']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50189&type=card,5DN,2004-06-04
6433,Outland Boar,4.0,"['Green', 'Red']",Creature — Boar,['Boar'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423799&type=card,AER,2017-01-20
6434,Outland Colossus,5.0,['Green'],Creature — Giant,['Giant'],Rare,6,6,,PRES,2007-01-01
6435,Outrage Shaman,5.0,['Red'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153473&type=card,EVE,2008-07-25
6436,Outrider en-Kor,3.0,['White'],Creature — Kor Rebel Knight,"['Kor', 'Rebel', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=118902&type=card,TSP,2006-10-06
6437,Outrider of Jhess,4.0,['Blue'],Creature — Human Knight,"['Human', 'Knight']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=175252&type=card,ALA,2008-10-03
6438,Ovalchase Daredevil,4.0,['Black'],Creature — Human Pilot,"['Human', 'Pilot']",Uncommon,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417670&type=card,KLD,2016-09-30
6440,Overeager Apprentice,3.0,['Black'],Creature — Human Minion,"['Human', 'Minion']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29737&type=card,ODY,2001-10-01
6441,Overgrown Armasaur,5.0,['Green'],Creature — Dinosaur,['Dinosaur'],Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439798&type=card,RIX,2018-01-19
6442,Overgrown Battlement,2.0,['Green'],Creature — Wall,['Wall'],Common,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193610&type=card,ROE,2010-04-23
6443,Overgrowth Elemental,3.0,['Green'],Creature — Elemental,['Elemental'],Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466941&type=card,M20,2019-07-12
6444,Overseer of the Damned,7.0,['Black'],Creature — Demon,['Demon'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389622&type=card,C14,2014-11-07
6445,Oversoul of Dusk,5.0,"['Green', 'White']",Creature — Spirit Avatar,"['Spirit', 'Avatar']",Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146735&type=card,SHM,2008-05-02
6446,Overtaker,2.0,['Blue'],Creature — Merfolk Spellshaper,"['Merfolk', 'Spellshaper']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=97051&type=card,PPRE,1997-10-04
6447,Overwhelmed Apprentice,1.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=473022&type=card,ELD,2019-10-04
6448,Ovinomancer,3.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,0,1,,MGB,1996-11-01
6449,"Oviya Pashiri, Sage Lifecrafter",1.0,['Green'],Legendary Creature — Human Artificer,"['Human', 'Artificer']",Rare,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417738&type=card,KLD,2016-09-30
6450,Owl Familiar,2.0,['Blue'],Creature — Bird,['Bird'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4270&type=card,POR,1997-05-01
6451,Ox of Agonas,5.0,['Red'],Creature — Ox,['Ox'],Mythic,4,2,,THB,2020-01-24
6452,Oxidda Daredevil,2.0,['Red'],Creature — Goblin Artificer,"['Goblin', 'Artificer']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194213&type=card,SOM,2010-10-01
6453,Oxidda Golem,6.0,[],Artifact Creature — Golem,['Golem'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=46164&type=card,DST,2004-02-06
6454,Oxidda Scrapmelter,4.0,['Red'],Creature — Beast,['Beast'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194281&type=card,SOM,2010-10-01
6455,"Oyobi, Who Split the Heavens",7.0,['White'],Legendary Creature — Spirit,['Spirit'],Rare,3,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74027&type=card,BOK,2005-02-04
6456,Pack Guardian,4.0,['Green'],Creature — Wolf Spirit,"['Wolf', 'Spirit']",Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409983&type=card,SOI,2016-04-08
6457,Pack Mastiff,2.0,['Red'],Creature — Hound,['Hound'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466906&type=card,M20,2019-07-12
6459,"Padeem, Consul of Innovation",4.0,['Blue'],Legendary Creature — Vedalken Artificer,"['Vedalken', 'Artificer']",Rare,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417632&type=card,KLD,2016-09-30
6460,Pain Kami,3.0,['Red'],Creature — Spirit,['Spirit'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50266&type=card,CHK,2004-10-01
6461,Pain Seer,2.0,['Black'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,2,2,,PBNG,2014-02-01
6462,Painbringer,4.0,['Black'],Creature — Human Minion,"['Human', 'Minion']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29835&type=card,ODY,2001-10-01
6463,Painsmith,2.0,['Black'],Creature — Human Artificer,"['Human', 'Artificer']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194210&type=card,SOM,2010-10-01
6464,Painter's Servant,2.0,[],Artifact Creature — Scarecrow,['Scarecrow'],Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146022&type=card,SHM,2008-05-02
6465,Painwracker Oni,5.0,['Black'],Creature — Demon Spirit,"['Demon', 'Spirit']",Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=79119&type=card,CHK,2004-10-01
6466,Palace Familiar,2.0,['Blue'],Creature — Bird,['Bird'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394646&type=card,DTK,2015-03-27
6467,Palace Guard,3.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190534&type=card,M10,2009-07-17
6468,Palace Jailer,4.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416775&type=card,CN2,2016-08-26
6469,Palace Sentinels,4.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416776&type=card,CN2,2016-08-26
6470,Paladin en-Vec,3.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5199&type=card,EXO,1998-06-15
6471,Paladin of Atonement,2.0,['White'],Creature — Vampire Knight,"['Vampire', 'Knight']",Rare,1,1,,PRIX,2018-01-19
6472,Paladin of Prahv,6.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=107433&type=card,DIS,2006-05-05
6473,Paladin of the Bloodstained,4.0,['White'],Creature — Vampire Knight,"['Vampire', 'Knight']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435177&type=card,XLN,2017-09-29
6474,Pale Bears,3.0,['Green'],Creature — Bear,['Bear'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2580&type=card,ICE,1995-06-01
6475,Pale Recluse,6.0,"['Green', 'White']",Creature — Spider,['Spider'],Common,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=144249&type=card,ARB,2009-04-30
6476,Pale Rider of Trostad,2.0,['Black'],Creature — Spirit,['Spirit'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409878&type=card,SOI,2016-04-08
6477,Pale Wayfarer,7.0,['White'],Creature — Spirit Giant,"['Spirit', 'Giant']",Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153310&type=card,SHM,2008-05-02
6478,Paleoloth,6.0,['Green'],Creature — Beast,['Beast'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189873&type=card,CON,2009-02-06
6479,Paliano Vanguard,2.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416777&type=card,CN2,2016-08-26
6480,Palinchron,7.0,['Blue'],Creature — Illusion,['Illusion'],Rare,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12580&type=card,ULG,1999-02-15
6481,Palisade Giant,6.0,['White'],Creature — Giant Soldier,"['Giant', 'Soldier']",Rare,2,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253567&type=card,RTR,2012-10-05
6482,Palladia-Mors,8.0,"['Green', 'Red', 'White']",Legendary Creature — Elder Dragon,"['Elder', 'Dragon']",Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1673&type=card,LEG,1994-06-01
6483,"Palladia-Mors, the Ruiner",6.0,"['Green', 'Red', 'White']",Legendary Creature — Elder Dragon,"['Elder', 'Dragon']",Mythic,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447356&type=card,M19,2018-07-13
6484,Palladium Myr,3.0,[],Artifact Creature — Myr,['Myr'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=212251&type=card,SOM,2010-10-01
6485,Pallid Mycoderm,4.0,['White'],Creature — Fungus,['Fungus'],Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=124508&type=card,PLC,2007-02-02
6487,"Pang Tong, ""Young Phoenix""",3.0,['White'],Legendary Creature — Human Advisor,"['Human', 'Advisor']",Rare,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10713&type=card,PTK,1999-05-01
6488,Panglacial Wurm,7.0,['Green'],Creature — Wurm,['Wurm'],Rare,9,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121264&type=card,CSP,2006-07-21
6489,Pangosaur,4.0,['Green'],Creature — Dinosaur,['Dinosaur'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20788&type=card,MMQ,1999-10-04
6490,Panther Warriors,5.0,['Green'],Creature — Cat Warrior,"['Cat', 'Warrior']",Common,6,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3672&type=card,VIS,1997-02-03
6491,Paperfin Rascal,3.0,['Blue'],Creature — Merfolk Rogue,"['Merfolk', 'Rogue']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145814&type=card,LRW,2007-10-12
6492,Paradise Druid,2.0,['Green'],Creature — Elf Druid,"['Elf', 'Druid']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=461098&type=card,WAR,2019-05-03
6493,Paragon of Eternal Wilds,4.0,['Green'],Creature — Human Druid,"['Human', 'Druid']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383336&type=card,M15,2014-07-18
6494,Paragon of Fierce Defiance,4.0,['Red'],Creature — Human Warrior,"['Human', 'Warrior']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383337&type=card,M15,2014-07-18
6495,Paragon of Gathering Mists,4.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383338&type=card,M15,2014-07-18
6496,Paragon of New Dawns,4.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383339&type=card,M15,2014-07-18
6497,Paragon of Open Graves,4.0,['Black'],Creature — Skeleton Warrior,"['Skeleton', 'Warrior']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383340&type=card,M15,2014-07-18
6498,Paragon of the Amesha,3.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179878&type=card,CON,2009-02-06
6499,Paranoid Parish-Blade,3.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409772&type=card,SOI,2016-04-08
6500,Parapet Watchers,3.0,['Blue'],Creature — Kithkin Soldier,"['Kithkin', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=152059&type=card,SHM,2008-05-02
6501,Parasitic Strix,3.0,['Blue'],Artifact Creature — Bird,['Bird'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=175021&type=card,CON,2009-02-06
6502,Pardic Arsonist,4.0,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=32213&type=card,TOR,2002-02-04
6503,Pardic Collaborator,4.0,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=35054&type=card,TOR,2002-02-04
6504,Pardic Dragon,6.0,['Red'],Creature — Dragon,['Dragon'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=109686&type=card,TSP,2006-10-06
6505,Pardic Firecat,4.0,['Red'],Creature — Elemental Cat,"['Elemental', 'Cat']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29750&type=card,ODY,2001-10-01
6506,Pardic Lancer,5.0,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=32240&type=card,TOR,2002-02-04
6507,Pardic Miner,2.0,['Red'],Creature — Dwarf,['Dwarf'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29962&type=card,ODY,2001-10-01
6508,Pardic Swordsmith,3.0,['Red'],Creature — Dwarf,['Dwarf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29753&type=card,ODY,2001-10-01
6509,Pardic Wanderer,6.0,[],Artifact Creature — Golem,['Golem'],Common,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443114&type=card,DOM,2018-04-27
6510,Parhelion Patrol,4.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452772&type=card,GRN,2018-10-05
6511,Pashalik Mons,3.0,['Red'],Legendary Creature — Goblin Warrior,"['Goblin', 'Warrior']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464087&type=card,MH1,2019-06-14
6512,Passwall Adept,2.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452800&type=card,GRN,2018-10-05
6513,Patagia Golem,4.0,[],Artifact Creature — Golem,['Golem'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3261&type=card,MIR,1996-10-08
6514,Patagia Viper,4.0,['Green'],Creature — Snake,['Snake'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=107549&type=card,DIS,2006-05-05
6515,Patchwork Gnomes,3.0,[],Artifact Creature — Gnome,['Gnome'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4619&type=card,TMP,1997-10-14
6516,Pathbreaker Ibex,6.0,['Green'],Creature — Goat,['Goat'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=405336&type=card,C15,2015-11-13
6517,Pathbreaker Wurm,6.0,['Green'],Creature — Wurm,['Wurm'],Common,6,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240103&type=card,AVR,2012-05-04
6518,Pathmaker Initiate,2.0,['Red'],Creature — Human Wizard,"['Human', 'Wizard']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426848&type=card,AKH,2017-04-28
6519,Pathrazer of Ulamog,11.0,[],Creature — Eldrazi,['Eldrazi'],Rare,9,9,,PWP10,2010-01-01
6520,Patrol Hound,2.0,['White'],Creature — Hound,['Hound'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=30654&type=card,ODY,2001-10-01
6521,Patrol Signaler,2.0,['White'],Creature — Kithkin Soldier,"['Kithkin', 'Soldier']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=157210&type=card,EVE,2008-07-25
6522,Patron Wizard,3.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29925&type=card,ODY,2001-10-01
6523,Patron of the Akki,6.0,['Red'],Legendary Creature — Spirit,['Spirit'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74109&type=card,BOK,2005-02-04
6524,Patron of the Kitsune,6.0,['White'],Legendary Creature — Spirit,['Spirit'],Rare,5,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74620&type=card,BOK,2005-02-04
6525,Patron of the Moon,7.0,['Blue'],Legendary Creature — Spirit,['Spirit'],Rare,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74669&type=card,BOK,2005-02-04
6526,Patron of the Nezumi,7.0,['Black'],Legendary Creature — Spirit,['Spirit'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74646&type=card,BOK,2005-02-04
6527,Patron of the Orochi,8.0,['Green'],Legendary Creature — Spirit,['Spirit'],Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74542&type=card,BOK,2005-02-04
6528,Patron of the Valiant,5.0,['White'],Creature — Angel,['Angel'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398631&type=card,ORI,2015-07-17
6529,Patron of the Vein,6.0,['Black'],Creature — Vampire Shaman,"['Vampire', 'Shaman']",Rare,4,4,,PZ2,2016-11-16
6530,Patron of the Wild,1.0,['Green'],Creature — Elf,['Elf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=42057&type=card,LGN,2003-02-03
6531,Pattern Matcher,4.0,[],Artifact Creature — Golem,['Golem'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466988&type=card,M20,2019-07-12
6532,Pavel Maliki,6.0,"['Black', 'Red']",Legendary Creature — Human,['Human'],Uncommon,5,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1674&type=card,LEG,1994-06-01
